,R_PCE,R_DPI,SR,HUS,IPI_M,CUR_M,ISM_M,MIC_I,MIC_E,T_PCEIX,C_PCEIX,C_CPI,C_CPI_INF,NFE,UR,MB,M2,R_EFCR,SP500,SPR_1TNFF,SPR_5TNFF,SPR_10TNFF
2020-09,10109.1,10798.236,2.7,2151,100.302,77.23,6.8,4.3,76.9,3.77,2.12,201.3,1.975683891,134566,5,787943,6590.7,100.8662291,1228.81,0.23,0.39,0.58
2020-10,10140.189,10877.424,3.1,2065,101.883,78.3,7.2,4.6,74.2,3.48,2.18,202.3,2.068617558,134655,5,787216,6624.7,101.8800517,1207.01,0.4,0.55,0.68
2020-11,10175.405,10967.865,3.5,2147,102.732,78.8,6.7,3.3,81.6,2.87,2.22,202.3,2.120141343,134993,5,793472,6641.2,102.0707596,1249.48,0.33,0.45,0.54
2020-12,10210.678,11025.531,3.7,1994,102.931,78.82,5.1,3.1,91.5,2.81,2.2,202.1,2.173913043,135149,4.9,803124,6668,101.1960121,1248.29,0.19,0.23,0.31
2020-01,10263.275,11137.042,4.2,2273,103.758,79.32,5,3,91.2,3.18,2.07,202.6,2.116935484,135429,4.7,804172,6710.5,100,1280.08,0.16,0.06,0.13
2020-02,10292.365,11176.323,4.2,2119,103.4,78.92,5.8,3,86.7,2.95,2.06,203.6,2.055137845,135737,4.8,804855,6734.8,100.2648657,1280.66,0.19,0.08,0.08
2020-03,10311.037,11196.821,4.2,1969,103.301,78.73,4.3,3,88.9,2.83,2.07,204.9,2.092675635,136047,4.7,810146,6749.3,100.5424823,1294.83,0.18,0.13,0.13
2020-04,10326.625,11191.479,4,1821,103.821,79,5.2,3.3,87.4,3,2.24,205.5,2.289696366,136205,4.7,809191,6786.4,100.0590953,1310.61,0.11,0.11,0.2
2020-05,10346.296,11186.693,3.8,1942,103.429,78.59,3.7,4,79.1,3.2,2.27,205.7,2.440239044,136244,4.6,812561,6793,97.87411621,1270.09,0.06,0.06,0.17
2020-06,10350.128,11213.981,4,1802,103.868,78.8,2,3.3,84.9,3.39,2.46,205.9,2.642073779,136325,4.6,812366,6831,99.20272756,1270.2,0.17,0.08,0.12
2020-07,10404.799,11204.829,3.4,1737,103.612,78.47,3,3.2,84.7,3.32,2.42,206.2,2.689243028,136520,4.7,811505,6872.5,99.3823534,1276.66,-0.02,-0.2,-0.15
2020-08,10371.09,11201.474,3.6,1650,104.395,78.93,3.7,3.8,82,3.23,2.55,206.7,2.835820896,136694,4.7,809714,6903.3,98.84228703,1303.82,-0.17,-0.43,-0.37
2020-09,10435.505,11272.707,3.6,1720,104.483,78.84,2.2,3.1,85.4,1.98,2.49,207.2,2.930948833,136843,4.5,810401,6930.5,98.5781678,1335.85,-0.28,-0.58,-0.53
2020-10,10481.598,11330.591,3.6,1491,104.08,78.37,1.4,3.1,93.6,1.58,2.39,207.8,2.718734553,136852,4.4,809839,6979.5,98.36394552,1377.94,-0.24,-0.56,-0.52
2020-11,10485.582,11374.595,3.9,1570,104.142,78.23,0.3,3,92.1,1.83,2.18,207.6,2.619871478,137063,4.5,816786,7014.3,97.37427391,1400.63,-0.24,-0.67,-0.65
2020-12,10546.264,11418.314,3.7,1649,105.748,79.25,1.4,2.9,91.7,2.21,2.22,207.3,2.572983671,137249,4.4,826731,7057.5,96.79607197,1418.3,-0.3,-0.71,-0.68
2020-01,10561.372,11429.085,3.7,1409,105.182,78.62,-0.5,3,96.9,2.07,2.43,208,2.665350444,137477,4.6,822978,7095.5,97.84014362,1438.24,-0.19,-0.5,-0.49
2020-02,10561.785,11472.619,4.1,1480,105.614,78.73,1.9,3,91.3,2.34,2.5,209.1,2.701375246,137558,4.5,820044,7111.3,97.68375262,1406.82,-0.21,-0.55,-0.54
2020-03,10566.627,11512.261,4.4,1495,106.605,79.24,0.7,3,88.4,2.53,2.34,209.9,2.440214739,137793,4.4,820914,7145.1,97.44071507,1420.86,-0.34,-0.78,-0.7
2020-04,10578.004,11511.438,4.2,1490,107.344,79.56,2.6,3.3,87.1,2.31,2.19,210.3,2.335766423,137842,4.5,822978,7217.4,96.14290454,1482.37,-0.32,-0.66,-0.56
2020-05,10587.622,11504.428,4,1415,107.284,79.29,2.5,3.3,88.3,2.35,2.07,210.3,2.236266407,137993,4.4,825698,7231,95.41865847,1530.62,-0.34,-0.58,-0.5
2020-06,10582.892,11486.557,3.8,1448,107.688,79.36,2.6,3.4,85.3,2.32,1.98,210.5,2.23409422,138069,4.6,827158,7264.2,95.15544044,1503.35,-0.29,-0.22,-0.15
2020-07,10612.125,11496.246,3.7,1354,107.833,79.25,2.4,3.4,90.4,2.12,2.03,210.8,2.230843841,138038,4.7,828938,7294.5,93.7524426,1455.27,-0.3,-0.38,-0.26
2020-08,10653.61,11504.652,3.4,1330,107.569,78.85,0.9,3.2,83.4,1.86,1.97,211.1,2.128688921,138015,4.6,829602,7370.9,94.08384886,1473.99,-0.55,-0.59,-0.35
2020-09,10661.714,11532.106,3.5,1183,108.109,79.07,1,3.1,83.4,2.52,2.08,211.6,2.123552124,138095,4.7,827418,7389.2,92.89246595,1526.75,-0.8,-0.74,-0.42
2020-10,10663.15,11513.917,3.4,1264,107.777,78.67,1.1,3.1,80.9,3.06,2.14,212.3,2.165543792,138174,4.7,829039,7402.8,90.77353296,1549.38,-0.66,-0.56,-0.23
2020-11,10684.27,11500.407,3.1,1197,108.435,79.02,0.5,3.4,76.1,3.56,2.28,212.4,2.312138728,138284,4.7,834315,7427.8,89.70553788,1481.14,-0.99,-0.82,-0.34
2020-12,10670.963,11542.116,3.6,1037,108.586,79.02,-1,3.4,75.5,3.41,2.33,212.4,2.460202605,138392,5,837192,7458,90.54744077,1468.36,-0.98,-0.75,-0.14
2020-01,10665.843,11553.731,3.7,1084,108.172,78.64,0.3,3.4,78.4,3.32,2.11,213.1,2.451923077,138403,5,830632,7491.8,90.00567073,1378.55,-1.23,-0.96,-0.2
2020-02,10625.554,11551.697,4.1,1103,107.465,78.09,-2.4,3.6,70.8,3.21,2,213.9,2.295552367,138324,4.9,829527,7576.5,89.01093532,1330.63,-0.93,-0.2,0.76
2020-03,10641.889,11546.99,4,1005,107.17,77.85,-1.7,4.3,69.5,3.17,2.13,214.9,2.382086708,138275,5.1,832999,7642.5,87.2239274,1322.7,-1.07,-0.13,0.9
2020-04,10659.274,11500.72,3.4,1013,105.982,77,-1.2,4.8,62.6,3.17,2.11,215.1,2.282453638,138035,5,830234,7685.2,86.83942924,1385.59,-0.54,0.56,1.4
2020-05,10672.153,12051.886,7.8,973,105.464,76.65,-1.2,5.2,59.8,3.34,2.21,215.2,2.330004755,137858,5.4,834675,7697.1,87.17645099,1400.38,0.08,1.17,1.9
2020-06,10653.64,11732.997,5.5,1046,104.752,76.18,-0.2,5.1,56.4,3.86,2.26,215.6,2.42280285,137687,5.6,840175,7714.6,87.75777821,1280,0.42,1.49,2.1
2020-07,10604.594,11548.331,4.4,923,103.496,75.32,0,5.1,61.2,4.14,2.23,216,2.466793169,137491,5.8,847018,7761,87.35628283,1267.38,0.27,1.29,2
2020-08,10603.04,11482.355,3.8,844,102.206,74.44,-0.8,4.8,63,3.98,2.21,216.5,2.55802937,137213,6.1,847628,7776,89.69698937,1282.83,0.18,1.14,1.89
2020-09,10537.935,11514.301,4.7,820,98.54,71.84,-5.2,4.3,70.3,3.71,2.08,216.9,2.504725898,136753,6.1,909687,7845.9,92.04641642,1166.36,0.1,1.07,1.88
2020-10,10514.862,11576.84,5.5,777,98.002,71.52,-11.1,3.9,57.6,2.78,1.75,217,2.213848328,136272,6.5,1136412,7954,97.98306987,968.75,0.45,1.76,2.84
2020-11,10487.634,11664.358,6.4,652,95.648,69.89,-13.5,2.9,55.3,1.08,1.57,216.7,2.024482109,135545,6.8,1442251,8004.6,99.14732446,896.24,0.68,1.9,3.14
2020-12,10447.632,11605.785,6.4,560,92.269,67.5,-16.9,1.7,60.1,0.31,1.35,216.1,1.741996234,134839,7.3,1666365,8181,97.54311057,903.25,0.33,1.36,2.26
2020-01,10500.639,11646.76,6.2,490,89.433,65.51,-15.1,2.2,61.2,0.08,1.13,216.7,1.689347724,134055,7.8,1712014,8262.4,98.46157284,825.88,0.29,1.45,2.37
2020-02,10460.277,11526.622,5.5,582,89.391,65.57,-14.5,1.9,56.3,0.07,1.13,217.7,1.776531089,133312,8.3,1561699,8291.6,101.2439562,735.09,0.4,1.65,2.65
2020-03,10418.179,11523.167,5.9,505,87.807,64.5,-14,2,57.3,-0.32,1.01,218.6,1.721731038,132512,8.7,1647305,8357.6,101.5293351,797.87,0.46,1.64,2.64
2020-04,10408.519,11626.683,6.8,478,87.237,64.17,-10.5,2.8,65.1,-0.38,1.16,219.1,1.859600186,131817,9,1753246,8360.7,98.88634004,872.81,0.4,1.71,2.78
2020-05,10421.614,11819.159,8.2,540,86.314,63.59,-8.3,2.8,68.7,-0.7,1.06,219.1,1.812267658,131475,9.4,1775104,8418.2,95.74444332,919.14,0.32,1.95,3.11
2020-06,10421.868,11623.976,6.7,585,86.027,63.47,-4.2,3.1,70.8,-0.82,0.97,219.3,1.716141002,131008,9.5,1683704,8427.8,94.8422789,919.32,0.3,2.5,3.51
2020-07,10458.308,11570.125,6,594,87.411,64.58,-0.1,2.9,66,-1.24,0.91,219.4,1.574074074,130668,9.5,1673598,8432.5,94.40138744,987.48,0.32,2.3,3.4
2020-08,10554.518,11540.635,4.9,586,88.465,65.46,3.5,2.8,65.7,-0.87,0.94,219.6,1.43187067,130485,9.6,1710773,8432.2,93.16821968,1020.62,0.3,2.41,3.43
2020-09,10454.781,11562.221,5.9,585,89.256,66.14,4.4,2.2,73.5,-0.81,0.99,220.1,1.475334255,130244,9.8,1801165,8431.5,92.51800433,1057.08,0.25,2.22,3.25
2020-10,10465.93,11512.56,5.4,534,89.397,66.34,6,2.9,70.6,0.18,1.45,220.7,1.705069124,130045,10,1936314,8458.3,91.26422261,1036.19,0.25,2.21,3.27
2020-11,10449.08,11544.232,5.9,588,90.319,67.13,4.4,2.7,67.4,1.59,1.53,220.4,1.707429626,130057,9.9,2024608,8488.4,90.79055972,1095.63,0.19,2.11,3.28
2020-12,10505.924,11607.494,5.9,581,90.155,67.11,5.3,2.5,72.5,2.19,1.62,220,1.804720037,129788,9.9,2026220,8483.4,91.13010735,1115.1,0.25,2.22,3.47
2020-01,10488.088,11608.64,6.1,614,91.276,68.05,7.6,2.8,74.4,2.35,1.74,220.1,1.568989386,129790,9.8,1994962,8445.7,91.00472293,1073.87,0.24,2.37,3.62
2020-02,10519.933,11606.371,5.8,604,91.308,68.19,6.1,2.7,73.6,2.13,1.71,220.6,1.332108406,129698,9.8,2115182,8495.3,92.18170236,1104.49,0.22,2.23,3.56
2020-03,10568.275,11644.273,5.7,636,92.462,69.17,8.9,2.7,73.6,2.34,1.74,221.1,1.143641354,129879,9.9,2079591,8492.4,91.27736905,1169.43,0.24,2.27,3.57
2020-04,10588.904,11741.305,6.4,687,93.31,69.92,8.3,2.9,72.2,2.22,1.53,221.2,0.958466454,130110,9.9,2014449,8522.8,90.63359211,1186.69,0.25,2.38,3.65
2020-05,10605.62,11835.686,7,583,94.642,71.04,8.3,3.2,73.6,2.12,1.53,221.2,0.958466454,130650,9.6,2012331,8577.5,93.24437995,1089.41,0.17,1.98,3.22
2020-06,10632.919,11856.607,6.9,536,94.529,71.08,6,2.8,76,1.46,1.44,221.3,0.911992704,130511,9.4,2002433,8596.6,93.61230967,1030.71,0.14,1.82,3.02
2020-07,10658.593,11876.227,6.8,546,95.115,71.65,5.7,2.7,67.8,1.54,1.36,221.3,0.865998177,130427,9.4,1994298,8606.2,91.99951026,1101.6,0.11,1.58,2.83
2020-08,10689.834,11910.661,6.9,599,95.259,71.88,7.2,2.7,68.9,1.38,1.3,221.6,0.910746812,130422,9.5,1993664,8656.5,91.19763541,1049.33,0.07,1.28,2.51
2020-09,10701.601,11898.998,6.7,594,95.284,72.01,6.5,2.2,68.2,1.31,1.17,221.9,0.817810086,130357,9.5,1961226,8687.7,90.21914563,1141.2,0.07,1.22,2.46
2020-10,10727.984,11916.271,6.6,543,95.359,72.18,7.9,2.7,67.7,1.22,0.92,222.1,0.634345265,130625,9.4,1961720,8736.7,87.67065886,1183.26,0.04,0.99,2.35
2020-11,10759.766,11942.605,6.6,545,95.397,72.3,7.6,3,71.6,1.16,0.95,222.1,0.771324864,130750,9.8,1973139,8757.4,87.78013312,1180.55,0.06,1.16,2.57
2020-12,10774.247,12026.941,7.1,539,95.866,72.75,7.3,3,74.5,1.35,0.9,221.8,0.818181818,130822,9.3,2017000,8789.3,88.48432527,1257.64,0.11,1.75,3.11
2020-01,10783.713,12076.39,7.4,630,96.068,72.97,9.6,3.4,74.2,1.48,1.02,222.2,0.954111767,130841,9.1,2047917,8825.9,87.40554688,1286.12,0.1,1.82,3.22
2020-02,10788.226,12106.153,7.6,517,96.226,73.15,10,3.4,77.5,1.79,1.14,223,1.087941976,131053,9,2211605,8871.4,86.78525835,1327.22,0.13,2.1,3.42
2020-03,10827.284,12069.299,7,600,96.841,73.66,9.4,4.6,67.5,2.07,1.16,223.7,1.175938489,131288,9,2395330,8915.7,86.00234055,1325.83,0.12,1.97,3.27
2020-04,10820.01,12047.049,6.9,554,96.279,73.26,9.1,4.6,69.8,2.46,1.35,224.1,1.311030741,131602,9.1,2496574,8977.9,84.55436633,1363.61,0.15,2.07,3.36
2020-05,10811.913,12034.638,6.9,561,96.418,73.37,3.7,4.1,74.3,2.75,1.49,224.5,1.491862568,131703,9,2567185,9029.2,84.64531429,1345.2,0.1,1.75,3.08
2020-06,10839.038,12091.008,7.2,608,96.541,73.45,6.6,3.8,71.5,2.79,1.58,224.9,1.626751017,131939,9.1,2648548,9113.4,84.4906628,1320.64,0.09,1.49,2.91
2020-07,10860.57,12126.405,7.3,623,97.163,73.9,2.5,3.4,63.7,2.89,1.74,225.2,1.762313601,131999,9,2684801,9301.4,83.89338942,1292.28,0.12,1.47,2.93
2020-08,10857.729,12113.098,7.2,585,97.523,74.12,2.3,3.5,55.8,3,1.86,225.9,1.940433213,132125,9,2657678,9515.1,84.55300884,1218.89,0.01,0.92,2.2
2020-09,10879.808,12091.239,6.8,650,97.856,74.31,2.7,3.3,59.5,3.06,1.88,226.3,1.982875169,132358,9,2637680,9539.7,87.25419151,1131.42,0.02,0.82,1.9
2020-10,10894.357,12112.845,6.8,610,98.393,74.64,1.5,3.2,60.8,2.76,1.81,226.7,2.071139127,132562,8.8,2637757,9571.3,87.91077371,1253.3,0.04,0.99,2.08
2020-11,10878.388,12110.478,7,711,98.12,74.35,1.9,3.2,63.7,2.77,1.91,226.9,2.161188654,132694,8.6,2605420,9612.3,88.53507349,1246.96,0.03,0.83,1.93
2020-12,10884.932,12220.172,7.8,694,98.817,74.79,2.9,3.1,69.9,2.6,2.06,226.7,2.209197475,132896,8.5,2619586,9651.1,89.33329577,1257.6,0.05,0.82,1.91
2020-01,10936.702,12310.98,8,723,99.709,75.36,3.3,3.3,75,2.63,2.13,227.2,2.250225023,133250,8.3,2640764,9730.3,88.66106062,1312.41,0.04,0.76,1.89
2020-02,11002.445,12385.434,8,704,100.038,75.51,3.4,3.3,75.3,2.58,2.1,227.9,2.197309417,133512,8.3,2694422,9773.1,87.20955676,1365.68,0.06,0.73,1.87
2020-03,10980.762,12429.273,8.5,695,99.586,75.06,3.6,3.9,76.2,2.35,2.11,228.7,2.235136343,133752,8.2,2655219,9817.8,87.63305196,1408.47,0.06,0.89,2.04
2020-04,10993.883,12477.137,8.7,753,100.188,75.41,4,3.2,76.4,2.06,2.04,229.3,2.320392682,133834,8.2,2639850,9872.1,87.85200728,1397.91,0.04,0.75,1.91
2020-05,10995.648,12487.547,8.8,708,99.846,75.05,3.1,3,79.3,1.63,1.89,229.6,2.271714922,133934,8.2,2616477,9903.8,89.25630612,1310.33,0.03,0.6,1.64
2020-06,10979.223,12498.689,9.1,757,100.143,75.17,1.1,3.1,73.2,1.59,1.88,229.9,2.223210316,134007,8.2,2618755,9973.6,90.48489849,1362.16,0.03,0.55,1.46
2020-07,11006.172,12410.08,8.2,740,100.05,75,0,3,72.3,1.45,1.82,229.9,2.087033748,134159,8.2,2647752,10046.8,89.92498115,1379.32,0.03,0.46,1.37
2020-08,10996.45,12362.63,8,754,99.86,74.76,0.3,3.6,74.3,1.54,1.67,230.2,1.903497123,134331,8.1,2650750,10117.9,89.27420824,1406.58,0.05,0.58,1.55
2020-09,11019.929,12422.474,8.2,847,99.823,74.63,1.9,3.3,78.3,1.7,1.72,230.8,1.988510826,134518,7.8,2594909,10200.2,87.97029035,1440.67,0.04,0.53,1.58
2020-10,11025.844,12516.362,8.8,915,99.486,74.28,0.5,3.1,82.6,1.99,1.91,231.3,2.029113366,134677,7.8,2611775,10261.3,87.82687487,1412.16,0.02,0.55,1.59
2020-11,11070.029,12693.118,9.7,833,100.22,74.73,-1,3.1,82.7,1.72,1.8,231.3,1.939180256,134833,7.7,2646809,10319.9,88.23490893,1416.18,0.02,0.51,1.49
2020-12,11074.684,13016.256,12,976,101.052,75.26,0,3.2,72.9,1.65,1.71,231,1.896779885,135072,7.9,2675945,10445.7,87.46291904,1426.19,0,0.54,1.56
2020-01,11116.086,12266.788,6.3,888,100.728,74.93,3.1,3.3,73.8,1.47,1.59,231.6,1.936619718,135263,8,2741743,10471.2,87.37663651,1498.11,0.01,0.67,1.77
2020-02,11112.07,12205.158,5.8,962,101.237,75.23,4.5,3.3,77.6,1.6,1.55,232.4,1.974550241,135541,7.7,2845251,10468.2,88.248273,1514.68,0.01,0.7,1.83
2020-03,11114.402,12223.908,5.9,1010,101.159,75.1,2.4,3.2,78.6,1.28,1.48,233.1,1.923917796,135680,7.5,2935036,10539.7,88.72890202,1569.19,0.01,0.68,1.82
2020-04,11101.162,12271.879,6.4,835,100.762,74.74,0.2,3.1,76.4,1.07,1.41,233.2,1.700828609,135871,7.6,3011737,10575.1,88.1086192,1597.57,-0.03,0.56,1.61
2020-05,11132.85,12342.222,6.7,930,101.047,74.89,0,3.1,84.5,1.25,1.42,233.5,1.698606272,136093,7.5,3116932,10611.3,88.50719346,1630.74,0.01,0.73,1.82
2020-06,11132.544,12354.968,6.8,839,101.306,75.03,2.6,3,84.1,1.53,1.49,233.6,1.609395389,136274,7.5,3201472,10665.9,89.225473,1606.28,0.05,1.11,2.21
2020-07,11146.395,12341.508,6.6,880,100.293,74.24,4,3.1,85.1,1.62,1.51,233.8,1.696389735,136386,7.3,3290898,10721.9,89.78273672,1685.73,0.03,1.31,2.49
2020-08,11161.669,12368.71,6.7,917,101.195,74.87,5.3,3,82.1,1.43,1.57,234.3,1.781059948,136628,7.2,3398930,10780.4,89.69331548,1632.97,0.05,1.44,2.66
2020-09,11194.204,12418.722,6.8,850,101.283,74.91,5.4,3.3,77.5,1.16,1.55,234.8,1.733102253,136815,7.2,3486920,10832.6,89.25167312,1681.55,0.04,1.52,2.73
2020-10,11227.993,12385.99,6.3,925,101.416,74.98,5.4,3,73.2,1.03,1.52,235.2,1.68612192,137040,7.2,3589515,10945.2,88.2420279,1756.54,0.03,1.28,2.53
2020-11,11277.651,12425.299,6.2,1100,101.417,74.95,6.2,2.9,75.1,1.25,1.58,235.2,1.68612192,137304,6.9,3684563,10953,88.99669976,1805.81,0.04,1.29,2.64
2020-12,11285.301,12464.335,6.4,1002,101.382,74.91,6,3,82.5,1.46,1.63,235,1.731601732,137373,6.7,3717450,11015,89.16949671,1848.36,0.04,1.49,2.81
2020-01,11250.39,12523.772,7.1,888,100.182,74.01,1.7,3.1,81.2,1.46,1.52,235.4,1.640759931,137548,6.6,3728483,11065.6,90.06244528,1782.59,0.05,1.58,2.79
2020-02,11313.771,12601.105,7.1,944,101.244,74.79,4.6,3.2,81.6,1.15,1.46,236.1,1.592082616,137714,6.7,3833354,11148.7,90.1894959,1859.45,0.05,1.45,2.64
2020-03,11359.895,12669.971,7.2,970,102.136,75.45,5.3,3.2,80,1.48,1.55,236.9,1.63020163,137968,6.7,3885877,11190.3,90.01356778,1872.34,0.05,1.56,2.64
2020-04,11399.927,12718.026,7.2,1043,101.985,75.35,5.7,3.2,84.1,1.74,1.65,237.5,1.843910806,138293,6.2,3930681,11246.5,89.48766568,1883.95,0.02,1.61,2.62
2020-05,11423.891,12766.293,7.4,1007,102.294,75.59,5.8,3.3,81.9,1.84,1.71,238,1.927194861,138511,6.3,3911525,11314.8,89.16955294,1923.57,0.01,1.5,2.47
2020-06,11471.674,12825.334,7.5,911,102.656,75.87,4.9,3.1,82.5,1.73,1.65,238.2,1.969178082,138837,6.1,3948691,11367.1,89.27170644,1960.23,0,1.58,2.5
2020-07,11498.864,12865.105,7.5,1085,103.147,76.26,5.3,3.3,81.8,1.75,1.71,238.1,1.839178785,139069,6.2,3989084,11428.4,89.03652799,1930.67,0.02,1.61,2.45
2020-08,11579.437,12925.981,7.3,984,102.608,75.9,8.2,3.2,82.5,1.58,1.63,238.3,1.707212975,139257,6.1,4075039,11457.6,89.84577231,2003.37,0.02,1.54,2.33
2020-09,11586.223,12965.804,7.5,1023,102.641,75.97,5.5,3,84.6,1.56,1.63,238.8,1.703577513,139566,5.9,4049189,11492,91.15385686,1972.29,0.02,1.68,2.44
2020-10,11656.935,13020.795,7.3,1074,102.564,75.96,6.8,2.9,86.9,1.37,1.51,239.4,1.785714286,139818,5.7,4001451,11551.4,92.26319908,2018.05,0.01,1.46,2.21
2020-11,11697.178,13083.832,7.4,1001,103.429,76.65,7,2.8,88.8,1.13,1.45,239.2,1.700680272,140109,5.8,3830424,11590.6,93.6119835,2067.56,0.04,1.53,2.24
2020-12,11730.792,13164.584,7.7,1073,103.113,76.47,4.7,2.8,93.6,0.77,1.39,238.8,1.617021277,140377,5.6,3934455,11668,95.48685058,2058.9,0.09,1.52,2.09
2020-01,11763.042,13226.164,7.8,1085,102.677,76.2,3.9,2.5,98.1,0.1,1.28,239.2,1.614273577,140568,5.7,4017103,11732.1,97.21545591,1994.99,0.09,1.26,1.77
2020-02,11792.438,13264.265,7.9,886,101.957,75.72,3,2.8,95.4,0.21,1.33,240.1,1.694197374,140839,5.5,3840464,11852.5,98.53121043,2104.5,0.11,1.36,1.87
2020-03,11820.876,13224.818,7.4,960,102.263,76,1.8,3,93,0.24,1.3,241.1,1.772899958,140910,5.4,4030632,11869.4,100.5603199,2067.89,0.14,1.41,1.93
2020-04,11855.356,13295.522,7.6,1190,102.132,75.95,1.6,2.6,95.9,0.1,1.29,241.8,1.810526316,141194,5.4,4059374,11916.6,99.60891659,2085.51,0.11,1.23,1.82
2020-05,11896.905,13343.503,7.6,1079,102.086,75.95,2.9,2.8,90.7,0.19,1.24,242.1,1.722689076,141525,5.6,3949372,11949.3,98.83860728,2107.39,0.12,1.42,2.08
2020-06,11905.678,13374.851,7.7,1205,101.659,75.66,2.3,2.7,96.1,0.29,1.25,242.4,1.763224181,141699,5.3,3919649,11994.6,99.64884429,2063.11,0.15,1.55,2.23
2020-07,11952.323,13407.044,7.6,1146,102.323,76.16,1.9,2.8,93.1,0.25,1.18,242.4,1.805963881,142001,5.2,3961217,12046.6,101.4592697,2103.84,0.17,1.5,2.19
2020-08,11980.837,13434.017,7.6,1130,102.021,75.93,0.8,2.8,91.9,0.27,1.24,242.7,1.846412086,142126,5.1,3984019,12097.6,103.0900588,1972.18,0.24,1.4,2.03
2020-09,11996.608,13467.008,7.7,1224,101.62,75.61,0.1,2.8,87.2,0.1,1.25,243.4,1.926298157,142281,5,4028486,12153.1,103.685825,1920.03,0.23,1.35,2.03
2020-10,11999.26,13476.189,7.7,1058,101.594,75.56,-0.4,2.7,90,0.13,1.19,244,1.921470343,142587,5,4060469,12185,102.7353125,2079.36,0.14,1.27,1.95
2020-11,12027.012,13456.466,7.3,1172,101.299,75.3,-0.9,2.7,91.3,0.26,1.21,244.1,2.048494983,142824,5.1,4006725,12274.2,104.4210824,2080.41,0.36,1.55,2.14
2020-12,12064.397,13503.287,7.4,1146,100.999,75.02,-1.6,2.6,92.6,0.37,1.2,243.8,2.093802345,143097,5,3835810,12330.1,105.2433528,2043.94,0.41,1.46,2
2020-01,12083.618,13556.706,7.6,1103,101.706,75.47,-2.2,2.5,92,0.91,1.41,244.5,2.215719064,143170,4.9,3792723,12458,107.5954602,1940.24,0.2,1.18,1.75
2020-02,12159.31,13568.321,7.1,1203,101.111,74.95,-0.6,2.5,91.7,0.68,1.48,245.7,2.332361516,143433,4.9,3872483,12534.3,106.2326628,1932.23,0.15,0.84,1.4
2020-03,12129.713,13581.131,7.5,1114,100.96,74.75,1.2,2.7,91,0.62,1.41,246.4,2.198257984,143662,5,3898431,12597.9,104.0258819,2059.74,0.3,1.02,1.53
2020-04,12172.227,13560.757,7.1,1158,100.558,74.36,0.8,2.8,89,0.89,1.49,247,2.150537634,143849,5,3872940,12687.2,102.5005791,2065.3,0.19,0.89,1.44
2020-05,12202.222,13548.593,6.7,1131,100.582,74.29,0.9,2.4,94.7,0.82,1.52,247.5,2.230483271,143891,4.8,3836529,12756,103.5914179,2096.96,0.22,0.93,1.44
2020-06,12259.408,13553.665,6.3,1200,100.866,74.4,2.5,2.6,93.5,0.8,1.51,247.8,2.227722772,144158,4.9,3825451,12823.6,104.0603215,2098.86,0.17,0.79,1.26
2020-07,12265.071,13591.659,6.5,1245,101.105,74.48,2.9,2.7,90,0.78,1.6,247.7,2.186468647,144512,4.8,3772544,12882.3,104.7650233,2173.6,0.12,0.68,1.11
2020-08,12277.888,13606.552,6.5,1155,100.734,74.12,-0.1,2.5,89.8,0.94,1.71,248.3,2.307375361,144647,4.9,3816726,12969.7,103.9454045,2170.95,0.17,0.73,1.16
2020-09,12324.231,13646.907,6.5,1072,101.127,74.32,1.4,2.4,91.2,1.2,1.66,248.7,2.17748562,144916,5,3735888,13030.7,104.741039,2168.27,0.19,0.78,1.23
2020-10,12332.828,13672.039,6.5,1321,101.435,74.47,1.8,2.4,87.2,1.43,1.79,249.2,2.131147541,145061,4.9,3572132,13099.3,105.826954,2126.15,0.26,0.87,1.36
2020-11,12355.477,13699.654,6.5,1150,101.518,74.46,3.4,2.4,93.8,1.41,1.73,249.2,2.089307661,145212,4.7,3629770,13169.6,108.281213,2198.81,0.33,1.19,1.73
2020-12,12407.631,13718.471,6.3,1267,101.881,74.66,4.3,2.2,98.2,1.69,1.79,249.1,2.173913043,145442,4.7,3531565,13198.9,110.0604885,2238.83,0.33,1.42,1.95
2020-01,12417.372,13802.658,6.8,1206,102.489,75.06,5.6,2.6,98.5,1.98,1.85,250.1,2.290388548,145627,4.7,3595455,13275.4,109.8742059,2278.87,0.18,1.27,1.78
2020-02,12418.033,13855.317,7.1,1282,102.415,74.96,7.6,2.7,96.3,2.13,1.83,251.1,2.197802198,145815,4.6,3746408,13341.1,108.3659217,2363.64,0.16,1.24,1.76
2020-03,12481.291,13924.86,7.2,1186,102.164,74.74,6.6,2.5,96.9,1.86,1.63,251.3,1.988636364,145944,4.4,3856287,13411.4,107.63248,2362.72,0.22,1.22,1.69
2020-04,12493.337,13917.041,7,1150,103.342,75.57,5.3,2.5,97,1.76,1.61,251.6,1.862348178,146141,4.4,3821697,13476.8,106.6359858,2384.2,0.14,0.92,1.4
2020-05,12506.236,13977.699,7.2,1123,103.156,75.41,5.5,2.6,97.1,1.59,1.57,251.8,1.737373737,146296,4.4,3774412,13530.5,106.041707,2411.8,0.21,0.93,1.39
2020-06,12539.123,13965.49,6.9,1243,103.279,75.48,6.7,2.6,95,1.51,1.61,252,1.694915254,146512,4.3,3762780,13558.2,104.6554537,2423.41,0.16,0.73,1.15
